geonameid;name;asciiname;latitude;longitude;feature code;country code;admin1 code;admin2 code;population;modification date
3143338;Ørskog;Orskog;62.4845;6.82025;ADM2;NO;08;1523;2142;2010-12-07
3143410;Ørland;Orland;63.68574;9.66633;ADM2;NO;16;1621;5033;2017-01-31
3143419;Orkdal;Orkdal;63.29989;9.84365;ADM2;NO;16;1638;11160;2010-12-07
3143487;Oppland fylke;Oppland fylke;61.1163;10.4622;ADM1;NO;11;;183851;2017-09-21
3143498;Oppegård;Oppegard;59.81149;10.79712;ADM2;NO;01;0217;24612;2010-12-07
3143508;Oppdal;Oppdal;62.59495;9.68761;ADM2;NO;16;1634;6629;2014-07-10
3143705;Øksnes;Oksnes;68.91463;15.08703;ADM2;NO;09;1868;4418;2010-12-07
3143828;Odda;Odda;60.06697;6.54541;ADM2;NO;07;1228;7054;2014-02-04
3144070;Nøtterøy;Notteroy;59.22406;10.40899;ADM2;NO;20;0722;20600;2014-02-04
3144148;Nord-Trøndelag Fylke;Nord-Trondelag Fylke;64.28042;12.26667;ADM1;NO;10;;128444;2017-09-21
3144229;Nordre Land;Nordre Land;60.83471;10.07543;ADM2;NO;11;0538;6680;2010-12-07
3144273;Nord-Odal;Nord-Odal;60.39195;11.54151;ADM2;NO;06;0418;5098;2010-12-07
3144301;Nordland Fylke;Nordland Fylke;66.914;14.76254;ADM1;NO;09;;236825;2017-09-21
3144350;Nord-Fron;Nord-Fron;61.59556;9.7483;ADM2;NO;11;0516;5800;2014-07-10
3144404;Norddal;Norddal;62.2991;7.26145;ADM2;NO;08;1524;1769;2014-07-11
3144466;Nord-Aurdal;Nord-Aurdal;60.98531;9.23661;ADM2;NO;11;0542;6451;2010-12-07
3144549;Nittedal;Nittedal;60.04278;10.88167;ADM2;NO;01;0233;20555;2010-12-07
3144561;Nissedal;Nissedal;59.01958;8.52127;ADM2;NO;17;0830;1393;2010-12-07
3144640;Nesset;Nesset;62.77619;8.06623;ADM2;NO;08;1543;3076;2010-12-07
3144656;Nesodden;Nesodden;59.8422;10.6494;ADM2;NO;01;0216;17129;2010-12-07
3144660;Nesna;Nesna;66.19796;13.02229;ADM2;NO;09;1828;1786;2014-02-04
3144882;Nedre Eiker;Nedre Eiker;59.75023;10.00736;ADM2;NO;04;0625;22332;2010-12-07
3144951;Naustdal;Naustdal;61.51034;5.71719;ADM2;NO;15;1433;2655;2014-02-04
3145014;Nannestad;Nannestad;60.21707;11.012;ADM2;NO;01;0238;10800;2010-12-07
3145020;Namsskogan;Namsskogan;64.92597;13.15932;ADM2;NO;10;1740;924;2010-12-07
3145028;Namdalseid;Namdalseid;64.10843;10.91862;ADM2;NO;10;1725;1720;2014-02-04
3145065;Nærøy;Naeroy;64.86298;11.60505;ADM2;NO;10;1751;4988;2014-02-04
3145343;Mosvik;Mosvik;63.75404;10.83534;ADM2H;NO;10;1756;836;2013-05-27
3145382;Moskenes;Moskenes;67.93467;13.09109;ADM2;NO;09;1874;1116;2014-02-04
3145495;Møre og Romsdal fylke;More og Romsdal fylke;62.7345;7.1506;ADM1;NO;08;;244689;2017-09-21
3145582;Molde;Molde;62.73807;7.15882;ADM2;NO;08;1502;24554;2014-07-10
3145690;Modum;Modum;59.97346;10.00468;ADM2;NO;04;0623;12872;2010-12-07
3145691;Modalen;Modalen;60.81735;5.8079;ADM2;NO;07;1252;351;2010-12-07
3146022;Meråker;Meraker;63.41423;11.74558;ADM2;NO;10;1711;2476;2014-07-10
3146067;Meløy;Meloy;66.87204;13.70763;ADM2;NO;09;1837;6641;2010-12-07
3146123;Melhus;Melhus;63.28755;10.27686;ADM2;NO;16;1653;14655;2014-02-04
3146152;Meldal;Meldal;63.04598;9.71088;ADM2;NO;16;1636;3899;2010-12-07
3146170;Meland;Meland;60.51777;5.24063;ADM2;NO;07;1256;6478;2014-07-10
3146314;Masfjorden;Masfjorden;60.79947;5.30035;ADM2;NO;07;1266;1652;2014-02-04
3146469;Malvik;Malvik;63.41057;10.79382;ADM2;NO;16;1663;12457;2014-02-04
3146478;Målselv;Malselv;69.12389;18.61498;ADM2;NO;18;1924;6490;2014-07-10
3146682;Lyngdal;Lyngdal;58.13829;7.06836;ADM2;NO;19;1032;7636;2010-12-07
3146725;Luster;Luster;61.4031;7.29793;ADM2;NO;15;1426;4879;2014-07-09
3146743;Lurøy;Luroy;66.41887;12.84248;ADM2;NO;09;1834;1883;2014-02-04
3146759;Lunner;Lunner;60.29462;10.6086;ADM2;NO;11;0533;8552;2010-12-07
3146777;Lund;Lund;58.45715;6.54871;ADM2;NO;14;1112;3111;2010-12-07
3146896;Løten;Loten;60.81771;11.34373;ADM2;NO;06;0415;7255;2010-12-07
3146936;Lørenskog;Lorenskog;59.93209;10.96079;ADM2;NO;01;0230;32300;2010-12-07
3147022;Lom;Lom;61.83639;8.56811;ADM2;NO;11;0514;2406;2014-02-20
3147101;Lødingen;Lodingen;68.40998;15.99012;ADM2;NO;09;1851;2242;2014-02-04
3147439;Lindås;Lindas;60.5491;5.28559;ADM2;NO;07;1263;14036;2010-12-07
3147541;Lier;Lier;59.78663;10.2459;ADM2;NO;04;0626;22873;2010-12-07
3147714;Lesja;Lesja;62.11785;8.86262;ADM2;NO;11;0512;2170;2014-02-04
3147742;Lenvik;Lenvik;69.23111;17.98739;ADM2;NO;18;1931;11207;2014-02-04
3147775;Leksvik;Leksvik;63.6736;10.6272;ADM2;NO;10;1718;3517;2010-12-07
3147796;Leka;Leka;65.09244;11.70513;ADM2;NO;10;1755;582;2014-06-07
3147877;Leirfjord;Leirfjord;66.06348;12.93667;ADM2;NO;09;1822;2088;2014-09-09
3147943;Leikanger;Leikanger;61.18556;6.82199;ADM2;NO;15;1419;2156;2014-02-04
3147989;Lavangen;Lavangen;68.74722;17.80558;ADM2;NO;18;1920;1023;2014-02-04
3148572;Lærdal;Laerdal;61.09842;7.48101;ADM2;NO;15;1422;2199;2010-12-07
3148673;Kvitsøy;Kvitsoy;59.06471;5.40537;ADM2;NO;14;1144;542;2010-12-07
3148725;Kviteseid;Kviteseid;59.40194;8.49459;ADM2;NO;17;0829;2546;2010-12-07
3148768;Kvinnherad;Kvinnherad;59.98421;6.01227;ADM2;NO;07;1224;13112;2010-12-07
3148775;Kvinesdal;Kvinesdal;58.23894;6.71445;ADM2;NO;19;1037;5690;2014-02-04
3149017;Kvam;Kvam;60.36977;6.14344;ADM2;NO;07;1238;8338;2010-12-07
3149109;Kvæfjord;Kvaefjord;68.77201;16.17294;ADM2;NO;18;1911;3032;2010-12-07
3149302;Krødsherad;Krodsherad;60.17944;9.62124;ADM2;NO;04;0622;2114;2010-12-07
3149409;Kragerø;Kragero;58.86792;9.41099;ADM2;NO;17;0815;10620;2014-07-11
3149534;Kongsvinger;Kongsvinger;60.19117;11.99916;ADM2;NO;06;0402;17326;2014-07-11
3149862;Klepp;Klepp;58.77655;5.63009;ADM2;NO;14;1120;16350;2010-12-07
3149954;Klæbu;Klaebu;63.3006;10.48188;ADM2;NO;16;1662;5634;2014-07-11
3150803;Jondal;Jondal;60.2762;6.25257;ADM2;NO;07;1227;1022;2014-07-11
3150821;Jølster;Jolster;61.56923;6.48351;ADM2;NO;15;1431;2950;2010-12-07
3150840;Jevnaker;Jevnaker;60.2406;10.38587;ADM2;NO;11;0532;6251;2010-12-07
3150950;Iveland;Iveland;58.4574;7.91817;ADM2;NO;02;0935;1224;2014-07-10
3151158;Inderøy;Inderoy;63.87826;11.28424;ADM2;NO;10;1756;5846;2013-05-27
3151230;Ibestad;Ibestad;68.77866;17.17661;ADM2;NO;18;1917;1440;2014-07-11
3151263;Hyllestad;Hyllestad;61.17036;5.29614;ADM2;NO;15;1413;1474;2014-02-04
3151309;Hvaler;Hvaler;59.02809;11.0311;ADM2;NO;13;0111;3998;2010-12-07
3151404;Hurum;Hurum;59.61401;10.45763;ADM2;NO;04;0628;9000;2010-12-07
3151414;Hurdal;Hurdal;60.43518;11.06707;ADM2;NO;01;0239;2621;2014-02-04
3151536;Høylandet;Hoylandet;64.62759;12.30041;ADM2;NO;10;1743;1274;2014-02-04
3151572;Høyanger;Hoyanger;61.2188;6.07308;ADM2;NO;15;1416;4327;2014-02-04
3151810;Hornindal;Hornindal;61.96925;6.52249;ADM2;NO;15;1444;1223;2014-02-04
3151864;Hordaland Fylke;Hordaland Fylke;60.3867;5.3325;ADM1;NO;07;;448343;2017-09-21
3152504;Hobøl;Hobol;59.62252;10.94979;ADM2;NO;13;0138;4661;2010-12-07
3152560;Hjelmeland;Hjelmeland;59.23668;6.17912;ADM2;NO;14;1133;2701;2010-12-07
3152610;Hjartdal;Hjartdal;59.61276;8.94942;ADM2;NO;17;0827;1613;2014-02-04
3152623;Hitra;Hitra;63.54528;8.78029;ADM2;NO;16;1617;4145;2010-12-07
3152987;Hemsedal;Hemsedal;60.86114;8.56537;ADM2;NO;04;0618;1995;2014-02-04
3152993;Hemnes;Hemnes;66.07712;13.8135;ADM2;NO;09;1832;4527;2014-02-04
3152998;Hemne;Hemne;63.29095;9.08893;ADM2;NO;16;1612;4225;2010-12-07
3153403;Hedmark fylke;Hedmark fylke;60.7953;11.0827;ADM1;NO;06;;188376;2017-09-21
3153753;Hattfjelldal;Hattfjelldal;65.59765;13.98948;ADM2;NO;09;1826;1438;2014-07-11
3153860;Hareid;Hareid;62.36742;6.02114;ADM2;NO;08;1517;4817;2014-07-10
3153889;Haram;Haram;62.59898;6.44483;ADM2;NO;08;1534;8694;2014-07-10
3154063;Hamarøy;Hamaroy;68.08381;15.61671;ADM2;NO;09;1849;1754;2010-12-07
3154114;Holtålen;Holtalen;62.84318;11.29284;ADM2;NO;16;1644;2064;2010-12-07
3154148;Halsa;Halsa;63.11855;8.31536;ADM2;NO;08;1571;1647;2010-12-07
3154388;Hægebostad;Haegebostad;58.37572;7.21973;ADM2;NO;19;1034;1620;2010-12-07
3154394;Hadsel;Hadsel;68.56328;14.90835;ADM2;NO;09;1866;7950;2010-12-07
3154414;Hå;Ha;58.6161;5.64497;ADM2;NO;14;1119;15949;2010-12-07
3154556;Gulen;Gulen;60.98192;5.07408;ADM2;NO;15;1411;2283;2014-07-11
3154695;Grue;Grue;60.45133;12.05489;ADM2;NO;06;0423;5080;2010-12-07
3154905;Grong;Grong;64.46397;12.31114;ADM2;NO;10;1742;2350;2010-12-07
3155195;Gratangen;Gratangen;68.69273;17.53186;ADM2;NO;18;1919;1151;2014-07-09
3155244;Granvin;Granvin;60.52629;6.72178;ADM2;NO;07;1234;950;2014-07-09
3155280;Gran;Gran;60.39293;10.56045;ADM2;NO;11;0534;13217;2010-12-07
3155295;Grane;Grane;65.53865;13.38499;ADM2;NO;09;1825;1500;2014-07-09
3155419;Gol;Gol;60.69953;8.95024;ADM2;NO;04;0617;4516;2014-07-10
3155473;Gloppen;Gloppen;61.77728;6.21561;ADM2;NO;15;1445;5673;2014-07-10
3155644;Gjesdal;Gjesdal;58.76478;5.855;ADM2;NO;14;1122;9969;2010-12-07
3155672;Gjerstad;Gjerstad;58.88133;9.01917;ADM2;NO;02;0911;2496;2010-12-07
3155709;Gjerdrum;Gjerdrum;60.07159;11.03597;ADM2;NO;01;0234;5567;2010-12-07
3155751;Gjemnes;Gjemnes;62.89379;7.67714;ADM2;NO;08;1557;2618;2010-12-07
3155805;Giske;Giske;62.5007;6.13472;ADM2;NO;08;1532;6873;2010-12-07
3155849;Gildeskål;Gildeskal;67.03394;14.02582;ADM2;NO;09;1838;2053;2014-07-10
3155962;Gausdal;Gausdal;61.22685;10.22145;ADM2;NO;11;0522;6091;2014-05-03
3155980;Gaular;Gaular;61.32564;5.79523;ADM2;NO;15;1430;2757;2010-12-07
3156247;Fyresdal;Fyresdal;59.18651;8.08953;ADM2;NO;17;0831;1379;2010-12-07
3156272;Fusa;Fusa;60.24072;5.74458;ADM2;NO;07;1241;3791;2010-12-07
3156441;Frosta;Frosta;63.5877;10.74135;ADM2;NO;10;1717;2487;2010-12-07
3156455;Froland;Froland;58.50724;8.6293;ADM2;NO;02;0919;4896;2010-12-07
3156466;Frogn;Frogn;59.66665;10.63566;ADM2;NO;01;0215;14435;2010-12-07
3156555;Fræna;Fraena;62.85375;7.1538;ADM2;NO;08;1548;9257;2010-12-07
3156675;Fosnes;Fosnes;64.6591;11.26535;ADM2;NO;10;1748;680;2014-07-10
3156724;Forsand;Forsand;58.89929;6.09642;ADM2;NO;14;1129;1134;2014-07-10
3156800;Førde;Forde;61.45045;5.85397;ADM2;NO;15;1432;11838;2010-12-07
3156866;Folldal;Folldal;62.13329;9.9971;ADM2;NO;06;0439;1671;2010-12-07
3156987;Flora;Flora;61.59994;5.03144;ADM2;NO;15;1401;11448;2014-07-10
3157053;Flesberg;Flesberg;59.83283;9.58308;ADM2;NO;04;0631;2544;2014-07-10
3157170;Flatanger;Flatanger;64.41282;11.03285;ADM2;NO;10;1749;1134;2014-07-10
3157197;Flakstad;Flakstad;68.09292;13.2331;ADM2;NO;09;1859;1419;2010-12-07
3157357;Fjell;Fjell;60.36267;5.12194;ADM2;NO;07;1246;21507;2010-12-07
3157409;Fjaler;Fjaler;61.36383;5.39808;ADM2;NO;15;1429;2838;2010-12-07
3157435;Fitjar;Fitjar;59.91742;5.31637;ADM2;NO;07;1222;2908;2010-12-07
3157573;Finnøy;Finnoy;59.17117;5.87398;ADM2;NO;14;1141;2790;2010-12-07
3157694;Fet;Fet;59.92216;11.16778;ADM2;NO;01;0227;10139;2010-12-07
3157764;Fedje;Fedje;60.77873;4.71965;ADM2;NO;07;1265;596;2014-07-10
3157780;Fauske;Fauske;67.25963;15.3941;ADM2;NO;09;1841;9477;2014-07-10
3157976;Evje og Hornnes;Evje og Hornnes;58.56199;7.78036;ADM2;NO;02;0937;3408;2010-12-07
3158002;Evenes;Evenes;68.52334;17.00888;ADM2;NO;09;1853;1345;2010-12-07
3158016;Etne;Etne;59.66472;5.93438;ADM2;NO;07;1211;3854;2010-12-07
3158018;Etnedal;Etnedal;60.88872;9.64031;ADM2;NO;11;0541;1380;2010-12-07
3158205;Engerdal;Engerdal;61.75774;11.95966;ADM2;NO;06;0434;1436;2014-07-10
3158260;Enebakk;Enebakk;59.76452;11.14492;ADM2;NO;01;0229;10153;2010-12-07
3158299;Elverum;Elverum;60.88159;11.56314;ADM2;NO;06;0427;19687;2010-12-07
3158591;Eigersund;Eigersund;58.45236;6.00314;ADM2;NO;14;1101;13969;2010-12-07
3158606;Eidsvoll;Eidsvoll;60.32893;11.26119;ADM2;NO;01;0237;20321;2010-12-07
3158629;Eidskog;Eidskog;59.98556;12.12502;ADM2;NO;06;0420;6394;2010-12-07
3158648;Eidsberg;Eidsberg;59.55148;11.33587;ADM2;NO;13;0125;10701;2014-07-10
3158666;Eidfjord;Eidfjord;60.46741;7.06971;ADM2;NO;07;1232;945;2010-12-07
3158837;Dyrøy;Dyroy;69.09154;17.69094;ADM2;NO;18;1926;1216;2010-12-07
3159006;Drangedal;Drangedal;59.09655;9.0596;ADM2;NO;17;0817;4138;2010-12-07
3159047;Dovre;Dovre;61.98582;9.24947;ADM2;NO;11;0511;2772;2014-07-10
3159094;Dønna;Donna;66.10606;12.48189;ADM2;NO;09;1827;1432;2010-12-07
3159574;Bykle;Bykle;59.35692;7.35807;ADM2;NO;02;0941;965;2014-07-10
3159581;Bygland;Bygland;58.83133;7.7972;ADM2;NO;02;0938;1225;2010-12-07
3159665;Buskerud fylke;Buskerud fylke;59.7484;10.1891;ADM1;NO;04;;253006;2017-09-21
3159955;Brønnøy;Bronnoy;65.46786;12.20626;ADM2;NO;09;1813;7597;2014-09-09
3160090;Bremanger;Bremanger;61.76862;5.28907;ADM2;NO;15;1438;3899;2010-12-07
3160606;Horten;Horten;59.41547;10.48527;ADM2;NO;20;0701;25471;2010-12-07
3160744;Bømlo;Bomlo;59.79384;5.17624;ADM2;NO;07;1219;11085;2010-12-07
3160810;Bokn;Bokn;59.23062;5.43524;ADM2;NO;14;1145;811;2014-07-09
3161159;Bjugn;Bjugn;63.76522;9.8094;ADM2;NO;16;1627;4540;2010-12-07
3161457;Bjerkreim;Bjerkreim;58.6305;6.0813;ADM2;NO;14;1114;2580;2014-07-10
3161499;Bjarkøy;Bjarkoy;68.99994;16.56392;ADM2H;NO;18;1903;503;2013-05-27
3161528;Birkenes;Birkenes;58.33479;8.23271;ADM2;NO;02;0928;4608;2014-07-11
